2020-02-25 07:05:20.610416	fib	0.0000
2020-02-25 07:05:20.611425	fib	0.0000
2020-02-25 07:05:20.611632	fib	0.0013
2020-02-25 07:05:20.611873	fib	0.0000
2020-02-25 07:05:20.612022	fib	0.0017
2020-02-25 07:05:20.612162	fib	0.0000
2020-02-25 07:05:20.612272	fib	0.0000
2020-02-25 07:05:20.612379	fib	0.0002
2020-02-25 07:05:20.612485	fib	0.0022
2020-02-25 07:05:20.612594	fib	0.0000
2020-02-25 07:05:20.612702	fib	0.0000
2020-02-25 07:05:20.612810	fib	0.0002
2020-02-25 07:05:20.612919	fib	0.0000
2020-02-25 07:05:20.613024	fib	0.0004
2020-02-25 07:05:20.613147	fib	0.0028
2020-02-25 07:05:20.613255	fib	0.0000
2020-02-25 07:05:20.613366	fib	0.0000
2020-02-25 07:05:20.613472	fib	0.0002
2020-02-25 07:05:20.613625	fib	0.0000
2020-02-25 07:05:20.613834	fib	0.0005
2020-02-25 07:05:20.613950	fib	0.0000
2020-02-25 07:05:20.614104	fib	0.0000
2020-02-25 07:05:20.614210	fib	0.0003
2020-02-25 07:05:20.614314	fib	0.0011
2020-02-25 07:05:20.614476	fib	0.0041
2020-02-25 07:05:20.614592	fib	0.0000
2020-02-25 07:05:20.614794	fib	0.0000
2020-02-25 07:05:20.614947	fib	0.0004
2020-02-25 07:05:20.615051	fib	0.0000
2020-02-25 07:05:20.615155	fib	0.0006
2020-02-25 07:05:20.615259	fib	0.0000
2020-02-25 07:05:20.615374	fib	0.0000
2020-02-25 07:05:20.615479	fib	0.0002
2020-02-25 07:05:20.615593	fib	0.0010
2020-02-25 07:05:20.615698	fib	0.0000
2020-02-25 07:05:20.615935	fib	0.0000
2020-02-25 07:05:20.616066	fib	0.0004
2020-02-25 07:05:20.616211	fib	0.0000
2020-02-25 07:05:20.616335	fib	0.0006
2020-02-25 07:05:20.616448	fib	0.0019
2020-02-25 07:05:20.616555	fib	0.0062
2020-02-25 07:05:20.616670	fib	0.0000
2020-02-25 07:05:20.616777	fib	0.0000
2020-02-25 07:05:20.616903	fib	0.0002
2020-02-25 07:05:20.617011	fib	0.0000
2020-02-25 07:05:20.617132	fib	0.0005
2020-02-25 07:05:20.617240	fib	0.0000
2020-02-25 07:05:20.617353	fib	0.0000
2020-02-25 07:05:20.617459	fib	0.0002
2020-02-25 07:05:20.617577	fib	0.0009
2020-02-25 07:05:20.617684	fib	0.0000
2020-02-25 07:05:20.617805	fib	0.0000
2020-02-25 07:05:20.617912	fib	0.0002
2020-02-25 07:05:20.618030	fib	0.0000
2020-02-25 07:05:20.618136	fib	0.0005
2020-02-25 07:05:20.618256	fib	0.0016
2020-02-25 07:05:20.618365	fib	0.0000
2020-02-25 07:05:20.618477	fib	0.0000
2020-02-25 07:05:20.618582	fib	0.0002
2020-02-25 07:05:20.618702	fib	0.0000
2020-02-25 07:05:20.618808	fib	0.0004
2020-02-25 07:05:20.618929	fib	0.0000
2020-02-25 07:05:20.619036	fib	0.0000
2020-02-25 07:05:20.619154	fib	0.0002
2020-02-25 07:05:20.619260	fib	0.0009
2020-02-25 07:05:20.619373	fib	0.0027
2020-02-25 07:05:20.619476	fib	0.0091
2020-02-25 07:05:20.619602	fib	0.0000
2020-02-25 07:05:20.619713	fib	0.0000
2020-02-25 07:05:20.619877	fib	0.0003
2020-02-25 07:05:20.620024	fib	0.0000
2020-02-25 07:05:20.620116	fib	0.0005
2020-02-25 07:05:20.620207	fib	0.0000
2020-02-25 07:05:20.620316	fib	0.0000
2020-02-25 07:05:20.620407	fib	0.0002
2020-02-25 07:05:20.620518	fib	0.0009
2020-02-25 07:05:20.620610	fib	0.0000
2020-02-25 07:05:20.620719	fib	0.0000
2020-02-25 07:05:20.620809	fib	0.0002
2020-02-25 07:05:20.620920	fib	0.0000
2020-02-25 07:05:20.621010	fib	0.0004
2020-02-25 07:05:20.621120	fib	0.0015
2020-02-25 07:05:20.621211	fib	0.0000
2020-02-25 07:05:20.621368	fib	0.0000
2020-02-25 07:05:20.621508	fib	0.0003
2020-02-25 07:05:20.621615	fib	0.0000
2020-02-25 07:05:20.621714	fib	0.0005
2020-02-25 07:05:20.621842	fib	0.0000
2020-02-25 07:05:20.621945	fib	0.0000
2020-02-25 07:05:20.622059	fib	0.0002
2020-02-25 07:05:20.622153	fib	0.0009
2020-02-25 07:05:20.622280	fib	0.0027
2020-02-25 07:05:20.622380	fib	0.0000
2020-02-25 07:05:20.622488	fib	0.0000
2020-02-25 07:05:20.622580	fib	0.0002
2020-02-25 07:05:20.622690	fib	0.0000
2020-02-25 07:05:20.622780	fib	0.0004
2020-02-25 07:05:20.622891	fib	0.0000
2020-02-25 07:05:20.622982	fib	0.0000
2020-02-25 07:05:20.623092	fib	0.0002
2020-02-25 07:05:20.623182	fib	0.0008
2020-02-25 07:05:20.623293	fib	0.0000
2020-02-25 07:05:20.623384	fib	0.0000
2020-02-25 07:05:20.623493	fib	0.0002
2020-02-25 07:05:20.623583	fib	0.0000
2020-02-25 07:05:20.623693	fib	0.0004
2020-02-25 07:05:20.623782	fib	0.0014
2020-02-25 07:05:20.623894	fib	0.0043
2020-02-25 07:05:20.624054	fib	0.0137
2020-02-25 07:05:20.624151	fib	0.0000
2020-02-25 07:05:20.624257	fib	0.0000
2020-02-25 07:05:20.624348	fib	0.0002
2020-02-25 07:05:20.624460	fib	0.0000
2020-02-25 07:05:20.624550	fib	0.0004
2020-02-25 07:05:20.624661	fib	0.0000
2020-02-25 07:05:20.624825	fib	0.0000
2020-02-25 07:05:20.624915	fib	0.0003
2020-02-25 07:05:20.625025	fib	0.0009
2020-02-25 07:05:20.625117	fib	0.0000
2020-02-25 07:05:20.625225	fib	0.0000
2020-02-25 07:05:20.625315	fib	0.0002
2020-02-25 07:05:20.625426	fib	0.0000
2020-02-25 07:05:20.625515	fib	0.0004
2020-02-25 07:05:20.625627	fib	0.0015
2020-02-25 07:05:20.625718	fib	0.0000
2020-02-25 07:05:20.625827	fib	0.0000
2020-02-25 07:05:20.625916	fib	0.0002
2020-02-25 07:05:20.626066	fib	0.0000
2020-02-25 07:05:20.626157	fib	0.0004
2020-02-25 07:05:20.626248	fib	0.0000
2020-02-25 07:05:20.626360	fib	0.0000
2020-02-25 07:05:20.626527	fib	0.0003
2020-02-25 07:05:20.626604	fib	0.0009
2020-02-25 07:05:20.626691	fib	0.0025
2020-02-25 07:05:20.626770	fib	0.0000
2020-02-25 07:05:20.626875	fib	0.0000
2020-02-25 07:05:20.626952	fib	0.0002
2020-02-25 07:05:20.627059	fib	0.0000
2020-02-25 07:05:20.627137	fib	0.0004
2020-02-25 07:05:20.627246	fib	0.0000
2020-02-25 07:05:20.627345	fib	0.0000
2020-02-25 07:05:20.627450	fib	0.0002
2020-02-25 07:05:20.627539	fib	0.0008
2020-02-25 07:05:20.627620	fib	0.0000
2020-02-25 07:05:20.627707	fib	0.0000
2020-02-25 07:05:20.627787	fib	0.0002
2020-02-25 07:05:20.627898	fib	0.0000
2020-02-25 07:05:20.628050	fib	0.0004
2020-02-25 07:05:20.628127	fib	0.0014
2020-02-25 07:05:20.628233	fib	0.0041
2020-02-25 07:05:20.628313	fib	0.0000
2020-02-25 07:05:20.628418	fib	0.0000
2020-02-25 07:05:20.628496	fib	0.0002
2020-02-25 07:05:20.628603	fib	0.0000
2020-02-25 07:05:20.628681	fib	0.0004
2020-02-25 07:05:20.628789	fib	0.0000
2020-02-25 07:05:20.628867	fib	0.0000
2020-02-25 07:05:20.629006	fib	0.0002
2020-02-25 07:05:20.629103	fib	0.0008
2020-02-25 07:05:20.629211	fib	0.0000
2020-02-25 07:05:20.629294	fib	0.0000
2020-02-25 07:05:20.629400	fib	0.0002
2020-02-25 07:05:20.629480	fib	0.0000
2020-02-25 07:05:20.629719	fib	0.0005
2020-02-25 07:05:20.629798	fib	0.0015
2020-02-25 07:05:20.629905	fib	0.0000
2020-02-25 07:05:20.629984	fib	0.0000
2020-02-25 07:05:20.630090	fib	0.0002
2020-02-25 07:05:20.630169	fib	0.0000
2020-02-25 07:05:20.630274	fib	0.0004
2020-02-25 07:05:20.630352	fib	0.0000
2020-02-25 07:05:20.630460	fib	0.0000
2020-02-25 07:05:20.630538	fib	0.0002
2020-02-25 07:05:20.630644	fib	0.0007
2020-02-25 07:05:20.630722	fib	0.0024
2020-02-25 07:05:20.630829	fib	0.0067
2020-02-25 07:05:20.630906	fib	0.0206
2020-02-25 07:05:20.631016	fib	0.0000
2020-02-25 07:05:20.631095	fib	0.0000
2020-02-25 07:05:20.631201	fib	0.0002
2020-02-25 07:05:20.631280	fib	0.0000
2020-02-25 07:05:20.631386	fib	0.0004
2020-02-25 07:05:20.631464	fib	0.0000
2020-02-25 07:05:20.631662	fib	0.0000
2020-02-25 07:05:20.631742	fib	0.0003
2020-02-25 07:05:20.631820	fib	0.0008
2020-02-25 07:05:20.631899	fib	0.0000
2020-02-25 07:05:20.632006	fib	0.0000
2020-02-25 07:05:20.632084	fib	0.0002
2020-02-25 07:05:20.632191	fib	0.0000
2020-02-25 07:05:20.632268	fib	0.0004
2020-02-25 07:05:20.632374	fib	0.0014
2020-02-25 07:05:20.632453	fib	0.0000
2020-02-25 07:05:20.632558	fib	0.0000
2020-02-25 07:05:20.632636	fib	0.0002
2020-02-25 07:05:20.632744	fib	0.0000
